CID	Type	N	Vg_Vp	Vg_Vp_SE	Pval	LRT	logL	logL0	Vg	Ve	Vp	Vg_SE	Ve_SE	Vp_SE
C1528	single_GRM	6816	0.306097	0.057095	2.864e-09	33.925	-3410.977	-3427.939	0.307734	0.697615	1.005349	0.058203	0.057382	0.017321
C1537	single_GRM	7048	0.241382	0.056148	4.6973e-06	19.631	-3553.238	-3563.054	0.244039	0.766966	1.011005	0.057281	0.057093	0.0171
C1538	single_GRM	7045	0.274442	0.056049	8.747e-08	27.292	-3495.997	-3509.643	0.273361	0.722701	0.996062	0.056473	0.055963	0.016866
C1539	single_GRM	7048	0.163388	0.055645	0.0013803	8.959	-3518.62	-3523.099	0.163275	0.836031	0.999306	0.055853	0.056476	0.01687
C1547	single_GRM	5825	0.2608	0.066484	3.5076e-05	15.807	-2911.757	-2919.661	0.261361	0.740789	1.00215	0.067236	0.066823	0.018645
C1628	single_GRM	7050	0.143833	0.055337	0.003759	7.145	-3500.802	-3504.374	0.142915	0.8507	0.993615	0.055178	0.056009	0.016765
C1629	single_GRM	6547	0.16762	0.055895	0.0002281	12.287	-3261.901	-3268.044	0.167147	0.830029	0.997176	0.05599	0.056745	0.017462
C1648	single_GRM	5081	0.126556	0.069106	0.020609	4.167	-2580.599	-2582.682	0.128507	0.886911	1.015418	0.07033	0.071587	0.020168
C1668	single_GRM	4953	0.056098	0.066367	0.17047	0.907	-2464.929	-2465.382	0.055762	0.93826	0.994022	0.066001	0.068275	0.01998
C1869	single_GRM	5595	0.16792	0.06845	0.0074902	5.919	-2803.15	-2806.109	0.168308	0.833999	1.002307	0.068873	0.06947	0.018986
C2029	single_GRM	6999	0.097077	0.055468	0.039034	3.105	-3466.445	-3467.997	0.096138	0.894188	0.990326	0.055027	0.056331	0.016758
C2048	single_GRM	491	0.193975	0.399445	0.3137	0.236	-242.37	-242.488	0.190287	0.7907	0.980987	0.393879	0.387509	0.063387
C2049	single_GRM	1433	0.019361	0.175222	0.45368	0.014	-709.342	-709.349	0.019085	0.966694	0.985779	0.172742	0.175965	0.036844
C2050	single_GRM	7055	0.160691	0.054388	0.00078578	9.993	-3555.436	-3560.432	0.162095	0.846644	1.008739	0.055103	0.05582	0.017019
C2051	single_GRM	6848	0.215485	0.057886	6.5848e-05	14.617	-3443.759	-3451.068	0.217165	0.79063	1.007796	0.058762	0.058794	0.017283
C2054	single_GRM	7050	0.90771	0.05374	0	249.433	-3398.94	-3523.656	0.912398	0.092766	1.005164	0.060422	0.053591	0.017617
C100000007	single_GRM	7048	0.35597	0.056369	2.0084e-11	43.606	-3518.773	-3540.576	0.357695	0.64715	1.004845	0.057706	0.056352	0.017058
C100000008	single_GRM	6766	0.032078	0.056282	0.28798	0.313	-3392.833	-3392.99	0.032139	0.969765	1.001904	0.056403	0.058474	0.017231
C100000010	single_GRM	6775	0.100958	0.057505	0.040325	3.052	-3357.99	-3359.516	0.100054	0.890993	0.991047	0.057093	0.058346	0.017046
C100000011	single_GRM	5920	0.092159	0.063559	0.072689	2.12	-2887.686	-2888.746	0.089871	0.885303	0.975174	0.062062	0.063514	0.017937
C100000014	single_GRM	7055	0.061961	0.052487	0.10476	1.575	-3492.102	-3492.889	0.061301	0.92804	0.989341	0.05197	0.053758	0.016667
C100000015	single_GRM	6876	0.276607	0.057449	2.94e-07	24.951	-3362.683	-3375.159	0.271561	0.710196	0.981757	0.057046	0.056517	0.016826
C100000016	single_GRM	6310	1e-06	0.057563	0.5	0	-3105.522	-3105.522	1e-06	0.983189	0.98319	0.056596	0.059014	0.017507
C100000036	single_GRM	7055	0.242505	0.054409	1.0864e-07	26.873	-3510.613	-3524.05	0.241993	0.755898	0.997891	0.0548	0.05469	0.016866
C100000039	single_GRM	7055	0.089815	0.051678	0.026185	3.764	-3596.362	-3598.244	0.091552	0.927795	1.019348	0.052761	0.05436	0.017177
C100000042	single_GRM	7011	0.066239	0.04687	0.040578	3.042	-3496.119	-3497.64	0.066019	0.930659	0.996678	0.046759	0.048861	0.016842
C100000043	single_GRM	713	1e-06	0.286517	0.5	0	-358.984	-358.984	1e-06	0.99864	0.998641	0.286128	0.288176	0.052991
C100000054	single_GRM	6872	0.409112	0.057961	1.5593e-13	53.132	-3406.975	-3433.541	0.408962	0.59067	0.999632	0.059319	0.057432	0.017218
C100000096	single_GRM	7024	0.277899	0.056932	3.3671e-07	24.69	-3499.827	-3512.172	0.277958	0.722255	1.000214	0.057611	0.057026	0.016966
C100000257	single_GRM	7043	0.101991	0.052582	0.017221	4.473	-3558.898	-3561.134	0.103059	0.907413	1.010472	0.053236	0.054653	0.017045
C100000258	single_GRM	5485	0.139267	0.067928	0.017192	4.476	-2754.929	-2757.167	0.139873	0.864481	1.004353	0.06841	0.069382	0.019205
C100000263	single_GRM	7041	0.48719	0.056781	0	75.664	-3446.015	-3483.847	0.482725	0.50811	0.990835	0.058173	0.055513	0.016926
C100000265	single_GRM	7055	0.211669	0.055969	4.1896e-05	15.471	-3474.593	-3482.328	0.208912	0.778063	0.986975	0.055633	0.055751	0.016672
C100000269	single_GRM	7055	0.097261	0.054921	0.036644	3.208	-3483.644	-3485.248	0.096033	0.891349	0.987382	0.054324	0.055632	0.016642
C100000276	single_GRM	6061	0.115724	0.060715	0.021814	4.071	-2984.004	-2986.039	0.113932	0.870589	0.984522	0.059906	0.061124	0.017905
C100000282	single_GRM	6662	0.039948	0.057517	0.24745	0.466	-3359.288	-3359.521	0.040251	0.967333	1.007584	0.057975	0.059914	0.017465
C100000285	single_GRM	1894	1e-06	0.152465	0.5	0	-979.243	-979.243	1e-06	1.031015	1.031016	0.157194	0.160395	0.033513
C100000295	single_GRM	6771	0.166125	0.053571	9.3261e-05	13.962	-3403.317	-3410.299	0.167128	0.838911	1.006039	0.054142	0.054957	0.017323
C100000299	single_GRM	3118	0.124073	0.110059	0.13579	1.209	-1554.595	-1555.2	0.123576	0.872415	0.995991	0.109828	0.110676	0.025264
C100000406	single_GRM	6249	0.275706	0.062118	1.1841e-06	22.27	-3129.739	-3140.874	0.277097	0.727947	1.005044	0.063115	0.062519	0.018069
C100000436	single_GRM	5228	0.031067	0.069315	0.32668	0.202	-2585.495	-2585.596	0.030691	0.957207	0.987898	0.068494	0.070543	0.01933
C100000437	single_GRM	7002	0.166022	0.055412	0.00090649	9.73	-3486.469	-3491.334	0.165481	0.831259	0.996739	0.055485	0.056101	0.016883
C100000442	single_GRM	6995	0.174049	0.055007	0.00028644	11.862	-3491.826	-3497.757	0.173951	0.825484	0.999435	0.055253	0.055809	0.016939
C100000445	single_GRM	7028	0.196727	0.054054	1.0697e-05	18.061	-3497.89	-3506.921	0.196131	0.80084	0.996971	0.054233	0.054602	0.016864
C100000447	single_GRM	5534	0.214668	0.069603	0.0010856	9.399	-2784.633	-2789.332	0.216323	0.791385	1.007708	0.070575	0.070605	0.019215
C100000453	single_GRM	6933	0.234852	0.056501	6.8007e-06	18.924	-3407.774	-3417.236	0.23147	0.75413	0.985599	0.056165	0.056062	0.016804
C100000454	single_GRM	2348	0.175757	0.134864	0.089719	1.802	-1168.23	-1169.131	0.174807	0.819787	0.994594	0.134648	0.134328	0.029131
C100000463	single_GRM	7055	0.363059	0.056491	1.8961e-11	43.718	-3473.799	-3495.658	0.359932	0.631455	0.991388	0.057095	0.055682	0.016827
C100000467	single_GRM	7055	0.130024	0.05351	0.0040799	6.998	-3465.451	-3468.95	0.127785	0.855	0.982786	0.052746	0.053793	0.016571
C100000491	single_GRM	7054	0.237389	0.054219	3.0516e-07	24.879	-3488.39	-3500.83	0.235401	0.756223	0.991624	0.054247	0.054198	0.016759
C100000551	single_GRM	7055	0.257219	0.05452	1.9607e-08	30.188	-3507.219	-3522.313	0.256534	0.740802	0.997336	0.05494	0.054677	0.016863
C100000580	single_GRM	7055	0.33123	0.056249	1.8051e-10	39.313	-3490.581	-3510.238	0.329563	0.665402	0.994965	0.056884	0.055796	0.016867
C100000584	single_GRM	5050	1e-06	0.070665	0.5	0	-2517.629	-2517.629	1e-06	0.995323	0.995324	0.070334	0.072508	0.019816
C100000611	single_GRM	7037	0.153706	0.054072	0.0008111	9.934	-3508.805	-3513.772	0.153382	0.844513	0.997895	0.054176	0.054976	0.016855
C100000616	single_GRM	7053	0.354258	0.057796	2.9089e-10	38.382	-3479.626	-3498.817	0.351772	0.641211	0.992983	0.058443	0.057051	0.016857
C100000626	single_GRM	7054	0.129387	0.05614	0.011012	5.244	-3573.868	-3576.49	0.131146	0.882452	1.013598	0.057068	0.058022	0.017094
C100000630	single_GRM	4712	1e-06	0.075562	0.5	0	-2328.678	-2328.677	1e-06	0.986411	0.986412	0.074535	0.076643	0.020329
C100000639	single_GRM	6561	0.028068	0.057829	0.31745	0.225	-3243.734	-3243.847	0.027726	0.960106	0.987832	0.057138	0.05917	0.017253
C100000656	single_GRM	7055	0.215393	0.057542	9.1871e-05	13.99	-3466.99	-3473.985	0.212149	0.77279	0.984939	0.057086	0.057091	0.016642
C100000657	single_GRM	7049	0.243206	0.054914	1.4849e-06	21.836	-3486.637	-3497.555	0.241256	0.750728	0.991984	0.054982	0.05484	0.016775
C100000660	single_GRM	1204	0.079099	0.219554	0.35749	0.133	-597.971	-598.038	0.078233	0.91083	0.989063	0.217366	0.218129	0.040399
C100000665	single_GRM	7055	0.084395	0.053957	0.05351	2.598	-3539.64	-3540.939	0.08465	0.918367	1.003017	0.054194	0.055702	0.016902
C100000672	single_GRM	7048	0.099883	0.054427	0.030792	3.494	-3547.879	-3549.626	0.10054	0.90603	1.00657	0.054886	0.056219	0.016974
C100000706	single_GRM	7048	0.207076	0.056174	5.6646e-05	14.901	-3509.684	-3517.135	0.206604	0.791117	0.99772	0.056428	0.056585	0.016861
C100000707	single_GRM	6807	0.134099	0.056971	0.0081808	5.764	-3406.992	-3409.873	0.134267	0.86698	1.001247	0.057215	0.058159	0.017189
C100000708	single_GRM	6508	0.086908	0.055263	0.037105	3.187	-3275.564	-3277.157	0.08744	0.918685	1.006125	0.05568	0.057313	0.017651
C100000711	single_GRM	3846	0.0619	0.090328	0.24675	0.469	-1948.56	-1948.794	0.062639	0.949303	1.011941	0.091472	0.093145	0.023096
C100000715	single_GRM	1275	0.042441	0.18998	0.40399	0.059	-657.005	-657.034	0.043553	0.982642	1.026195	0.194983	0.198377	0.040662
C100000743	single_GRM	6985	0.111249	0.053847	0.012459	5.03	-3479.482	-3481.996	0.110828	0.885395	0.996224	0.053765	0.05501	0.016878
C100000765	single_GRM	3024	0.02962	0.111793	0.4022	0.061	-1518.279	-1518.309	0.029678	0.972278	1.001956	0.112031	0.114243	0.025778
C100000773	single_GRM	7051	0.136519	0.055449	0.0053771	6.505	-3547.566	-3550.819	0.137422	0.86919	1.006612	0.055994	0.056905	0.016981
C100000774	single_GRM	7055	0.362271	0.05733	1.092e-10	40.295	-3453.963	-3474.11	0.357126	0.628672	0.985798	0.057602	0.056164	0.016735
C100000776	single_GRM	7034	0.171393	0.055224	0.00064938	10.344	-3562.153	-3567.326	0.173779	0.840145	1.013924	0.056265	0.056841	0.017136
C100000781	single_GRM	7055	0.257042	0.055789	8.642e-07	22.876	-3583.016	-3594.454	0.261925	0.757071	1.018996	0.057431	0.057098	0.017233
C100000784	single_GRM	952	0.007346	0.238433	0.48735	0.001	-464.944	-464.945	0.007133	0.963846	0.970979	0.231505	0.236859	0.044544
C100000787	single_GRM	6662	0.077886	0.05884	0.099043	1.656	-3313.963	-3314.792	0.077442	0.916862	0.994304	0.05857	0.060047	0.017241
C100000792	single_GRM	7055	0.386853	0.056886	1.5079e-12	48.678	-3483.806	-3508.145	0.384966	0.610157	0.995124	0.057846	0.056171	0.016908
C100000802	single_GRM	7054	0.130102	0.054283	0.0062548	6.237	-3508.919	-3512.037	0.129466	0.865647	0.995113	0.054178	0.055199	0.016781
C100000808	single_GRM	6761	0.12562	0.05705	0.012849	4.976	-3409.1	-3411.589	0.126696	0.881866	1.008562	0.057692	0.058747	0.017371
C100000827	single_GRM	7040	0.038199	0.053116	0.23205	0.536	-3460.901	-3461.169	0.03753	0.94494	0.982469	0.052204	0.05419	0.016566
C100000840	single_GRM	7028	0.135316	0.05484	0.0042796	6.913	-3523.576	-3527.032	0.135727	0.867312	1.003038	0.05518	0.056138	0.016948
C100000841	single_GRM	7055	0.064427	0.05358	0.10706	1.543	-3484.32	-3485.092	0.063601	0.923584	0.987186	0.052939	0.054642	0.016631
C100000846	single_GRM	7035	0.306835	0.055321	1.8628e-10	39.252	-3543.741	-3563.367	0.310544	0.701545	1.012089	0.056791	0.05599	0.017163
C100000870	single_GRM	2290	0.087583	0.121585	0.21369	0.63	-1144.881	-1145.196	0.087301	0.90948	0.996781	0.121224	0.124117	0.029464
C100000900	single_GRM	7054	0.162879	0.055708	0.0012013	9.213	-3501.429	-3506.036	0.161836	0.83176	0.993596	0.055595	0.056214	0.016767
C100000924	single_GRM	6823	0.126761	0.057715	0.014448	4.774	-3366.562	-3368.949	0.125122	0.86195	0.987071	0.057127	0.058067	0.016926
C100000936	single_GRM	7055	0.227951	0.054863	2.4005e-06	20.915	-3511.785	-3522.243	0.227459	0.770383	0.997842	0.055196	0.055208	0.01686
C100000943	single_GRM	6519	0.046488	0.058787	0.21928	0.6	-3202.525	-3202.825	0.045641	0.936141	0.981782	0.057744	0.059553	0.017205
C100000961	single_GRM	7055	0.452945	0.055574	0	84.698	-3479.292	-3521.641	0.451438	0.545234	0.996671	0.057048	0.054774	0.016973
C100000963	single_GRM	6812	0.175037	0.057972	0.00095428	9.635	-3404.263	-3409.08	0.175125	0.825378	1.000503	0.058286	0.058752	0.017186
C100000966	single_GRM	4003	0.195532	0.088266	0.012032	5.09	-2013.821	-2016.366	0.196688	0.809221	1.005909	0.089146	0.089606	0.022523
C100000967	single_GRM	460	0.185238	0.396096	0.31598	0.229	-232.056	-232.171	0.184867	0.813128	0.997995	0.395766	0.397725	0.065894
C100000987	single_GRM	6721	0.077422	0.058342	0.09681	1.69	-3315.634	-3316.479	0.076351	0.909819	0.98617	0.0576	0.05906	0.017025
C100000997	single_GRM	7055	0.18275	0.057004	0.00075718	10.061	-3553.874	-3558.905	0.184349	0.824399	1.008747	0.057811	0.058174	0.01703
C100001002	single_GRM	7053	0.266447	0.0567	8.1841e-07	22.98	-3474.021	-3485.511	0.263391	0.72514	0.988531	0.056658	0.056197	0.016727
C100001006	single_GRM	7055	0.266106	0.05651	9.3938e-07	22.715	-3565.089	-3576.447	0.269856	0.744237	1.014093	0.057928	0.057468	0.017156
C100001007	single_GRM	6993	1e-06	0.052519	0.5	0	-3504.186	-3504.186	1e-06	1.000811	1.000812	0.052562	0.054848	0.016929
C100001022	single_GRM	7050	0.006337	0.048214	0.4433	0.02	-3548.87	-3548.88	0.006373	0.999327	1.0057	0.04849	0.05112	0.016942
C100001026	single_GRM	5439	1e-06	0.058031	0.5	0	-2750.747	-2750.747	1e-06	1.009993	1.009994	0.058611	0.061322	0.019373
C100001034	single_GRM	7055	0.127027	0.054393	0.0082188	5.755	-3470.001	-3472.879	0.124995	0.859011	0.984006	0.053675	0.054709	0.016592
C100001040	single_GRM	7054	0.131255	0.056135	0.01008	5.398	-3491.201	-3493.9	0.129962	0.860189	0.990151	0.055747	0.056657	0.016699
C100001048	single_GRM	5685	0.00993	0.063058	0.437	0.025	-2801.126	-2801.138	0.009773	0.974488	0.984261	0.062069	0.064445	0.018465
C100001051	single_GRM	6983	0.139113	0.055266	0.0040324	7.019	-3510.054	-3513.564	0.139903	0.865774	1.005677	0.055763	0.056684	0.017048
C100001054	single_GRM	7034	0.750078	0.055433	0	175.098	-3448.639	-3536.187	0.756466	0.25205	1.008516	0.060353	0.055041	0.017497
C100001055	single_GRM	7041	0.252274	0.055959	1.529e-06	21.78	-3506.803	-3517.693	0.252029	0.746999	0.999029	0.056455	0.056176	0.01691
C100001063	single_GRM	2009	0.083961	0.138612	0.25389	0.439	-996.546	-996.765	0.083115	0.906805	0.98992	0.137411	0.138347	0.031308
C100001064	single_GRM	3885	0.007732	0.08473	0.46243	0.009	-1933.819	-1933.823	0.007684	0.986013	0.993697	0.084198	0.086914	0.02255
C100001073	single_GRM	7053	0.59708	0.056928	0	109.418	-3461.637	-3516.346	0.596785	0.402721	0.999506	0.059758	0.055957	0.017165
C100001083	single_GRM	6965	0.14091	0.052442	0.00087762	9.789	-3435.311	-3440.206	0.139061	0.847818	0.986879	0.051933	0.052978	0.016748
C100001086	single_GRM	5202	0.11712	0.072341	0.051982	2.644	-2640.796	-2642.118	0.118892	0.896239	1.015131	0.073597	0.074593	0.019935
C100001092	single_GRM	7055	0.198462	0.055223	5.4605e-05	14.97	-3525.38	-3532.865	0.198656	0.802323	1.000979	0.055629	0.055919	0.016902
C100001102	single_GRM	7050	0.26525	0.056826	1.2086e-06	22.231	-3520.628	-3531.744	0.265805	0.736286	1.00209	0.057557	0.057093	0.01696
C100001104	single_GRM	6941	0.720494	0.055684	0	169.969	-3467.216	-3552.2	0.738353	0.286434	1.024787	0.061232	0.056162	0.017847
C100001106	single_GRM	6751	0.167287	0.057767	0.0015826	8.71	-3388.314	-3392.669	0.168058	0.83655	1.004607	0.058294	0.058883	0.017329
C100001108	single_GRM	6984	0.130924	0.055155	0.0055603	6.446	-3511.362	-3514.584	0.131684	0.874123	1.005808	0.055642	0.056636	0.017047
C100001112	single_GRM	7053	0.12463	0.056403	0.014312	4.79	-3576.035	-3578.43	0.126411	0.88788	1.014291	0.057363	0.058352	0.017106
C100001121	single_GRM	7055	0.179439	0.052583	2.6941e-05	16.306	-3521.249	-3529.402	0.179329	0.820059	0.999389	0.052837	0.053453	0.016865
C100001126	single_GRM	7047	0.104141	0.051594	0.0098209	5.443	-3567.031	-3569.753	0.10542	0.906856	1.012276	0.052335	0.053777	0.017071
C100001132	single_GRM	6316	0.275918	0.061457	1.963e-06	21.301	-3103.379	-3114.029	0.272077	0.714005	0.986082	0.061264	0.060709	0.017631
C100001145	single_GRM	5426	0.136463	0.070439	0.027915	3.657	-2730.684	-2732.513	0.13735	0.869147	1.006497	0.071095	0.071914	0.019356
C100001148	single_GRM	5055	0.099461	0.071664	0.075533	2.061	-2548.784	-2549.814	0.100205	0.907277	1.007482	0.072294	0.073846	0.020053
C100001150	single_GRM	4464	0.084217	0.080976	0.1516	1.06	-2215.91	-2216.44	0.083521	0.908208	0.991728	0.080391	0.08188	0.021008
C100001151	single_GRM	3860	0.226804	0.09066	0.0046959	6.747	-1927.881	-1931.254	0.2267	0.772842	0.999541	0.091143	0.091043	0.022816
C100001153	single_GRM	2256	1e-06	0.135471	0.5	0	-1142.03	-1142.03	1e-06	1.009483	1.009484	0.136756	0.138733	0.030092
C100001162	single_GRM	7055	0.272316	0.05533	1.2726e-07	26.567	-3491.05	-3504.334	0.270466	0.722742	0.993208	0.055584	0.05513	0.016803
C100001167	single_GRM	7051	0.24461	0.055272	7.3855e-07	23.178	-3493.494	-3505.083	0.24306	0.750603	0.993663	0.055436	0.055265	0.016802
C100001170	single_GRM	6920	0.124091	0.0537	0.0046857	6.751	-3428.944	-3432.319	0.122992	0.868146	0.991137	0.053369	0.054531	0.016872
C100001178	single_GRM	7055	0.214601	0.053441	1.6573e-06	21.625	-3492.234	-3503.046	0.212883	0.779112	0.991995	0.053411	0.053628	0.016753
C100001181	single_GRM	7055	0.121411	0.055878	0.015455	4.658	-3563.727	-3566.056	0.122675	0.887739	1.010414	0.056606	0.05765	0.017037
C100001182	single_GRM	7054	0.058251	0.052786	0.12261	1.35	-3538.285	-3538.96	0.058395	0.94409	1.002486	0.052957	0.054791	0.016889
C100001193	single_GRM	7027	0.154056	0.054406	0.00090988	9.723	-3514.374	-3519.236	0.154199	0.846729	1.000929	0.054678	0.055454	0.016919
C100001197	single_GRM	7055	0.189003	0.05563	0.00027247	11.955	-3518.731	-3524.709	0.188791	0.81009	0.998882	0.05589	0.056254	0.016864
C100001198	single_GRM	7055	0.037802	0.055558	0.25651	0.428	-3601.023	-3601.236	0.038564	0.981587	1.020151	0.056697	0.058634	0.017183
C100001208	single_GRM	7009	0.256149	0.055631	2.6082e-07	25.182	-3534.597	-3547.188	0.259149	0.752561	1.01171	0.056857	0.056554	0.017164
C100001211	single_GRM	7023	0.041213	0.055191	0.23222	0.535	-3450.847	-3451.114	0.040472	0.941541	0.982012	0.05422	0.056083	0.016579
C100001212	single_GRM	4605	0.102816	0.078499	0.093091	1.748	-2314.019	-2314.893	0.103245	0.90092	1.004165	0.078946	0.080258	0.020948
C100001226	single_GRM	1205	0.140835	0.2139	0.25146	0.449	-623.894	-624.119	0.145313	0.886483	1.031796	0.221042	0.222064	0.042094
C100001229	single_GRM	7055	0.160815	0.055271	0.0014267	8.899	-3515.08	-3519.53	0.160375	0.83689	0.997265	0.055358	0.056022	0.016826
C100001232	single_GRM	7055	0.068714	0.055663	0.1119	1.48	-3593.749	-3594.489	0.069974	0.948366	1.01834	0.056738	0.058345	0.017158
C100001247	single_GRM	7055	0.284853	0.05636	6.5832e-08	27.842	-3558.358	-3572.279	0.288478	0.724248	1.012727	0.057782	0.05714	0.017143
C100001250	single_GRM	1245	0.427868	0.221466	0.024555	3.872	-625.817	-627.753	0.430277	0.575353	1.00563	0.225259	0.221398	0.040562
C100001251	single_GRM	7054	0.220755	0.054937	4.9438e-06	19.533	-3564.534	-3574.3	0.223589	0.789248	1.012837	0.056075	0.056157	0.017112
C100001253	single_GRM	6631	0.752285	0.057003	0	182.546	-3256.874	-3348.147	0.758941	0.249907	1.008849	0.061968	0.056673	0.017983
C100001254	single_GRM	6981	0.357361	0.057598	1.4768e-10	39.705	-3477.537	-3497.39	0.358309	0.644344	1.002653	0.058832	0.057417	0.017107
C100001256	single_GRM	6924	0.658141	0.05668	0	137.346	-3417.3	-3485.973	0.663841	0.34482	1.008661	0.060649	0.056221	0.017534
C100001262	single_GRM	5102	0.221507	0.073093	0.0007486	10.082	-2606.128	-2611.169	0.226702	0.79675	1.023452	0.075306	0.075199	0.020332
C100001263	single_GRM	7054	0.250829	0.057004	4.6376e-06	19.655	-3520.424	-3530.252	0.251089	0.749948	1.001037	0.057614	0.05729	0.016931
C100001264	single_GRM	7055	0.136409	0.055489	0.0063123	6.221	-3496.835	-3499.945	0.135274	0.856403	0.991677	0.055203	0.056097	0.016725
C100001266	single_GRM	7047	0.845857	0.052551	0	253.425	-3361.245	-3487.957	0.837041	0.152536	0.989577	0.057436	0.051398	0.017229
C100001267	single_GRM	6915	0.178572	0.052879	1.9369e-05	16.932	-3419.577	-3428.043	0.1768	0.81328	0.99008	0.05263	0.053309	0.016873
C100001268	single_GRM	1441	0.187667	0.204412	0.18956	0.774	-700.737	-701.124	0.18214	0.788409	0.970548	0.199016	0.198382	0.036271
C100001269	single_GRM	5194	0.195548	0.071376	0.0020585	8.231	-2619.099	-2623.214	0.19747	0.81236	1.009829	0.072483	0.072607	0.019878
C100001270	single_GRM	7034	0.145413	0.054704	0.0026195	7.795	-3608.068	-3611.966	0.149302	0.877443	1.026745	0.056371	0.057248	0.017344
C100001271	single_GRM	7052	0.286304	0.057573	2.3911e-07	25.35	-3485.026	-3497.701	0.284113	0.708235	0.992348	0.057836	0.057134	0.016806
C100001272	single_GRM	7054	0.243069	0.056423	4.1074e-06	19.887	-3512.597	-3522.541	0.24273	0.755876	0.998606	0.056861	0.056644	0.016884
C100001274	single_GRM	7050	0.119807	0.050716	0.0021871	8.122	-3536.07	-3540.131	0.120192	0.883025	1.003218	0.051015	0.052335	0.016917
C100001276	single_GRM	5849	0.022689	0.060092	0.34622	0.156	-2878.868	-2878.946	0.02231	0.961	0.98331	0.059097	0.061436	0.018187
C100001277	single_GRM	7055	0.023033	0.051461	0.31968	0.22	-3577.596	-3577.706	0.023339	0.989955	1.013293	0.052154	0.054442	0.017065
C100001278	single_GRM	7055	1e-06	0.054199	0.5	0	-3570.089	-3570.089	1e-06	1.010904	1.010905	0.05479	0.05707	0.017024
C100001279	single_GRM	4658	0.02739	0.075098	0.35515	0.138	-2394.238	-2394.306	0.028128	0.998833	1.026962	0.077141	0.079284	0.021291
C100001281	single_GRM	2276	0.083589	0.133608	0.2655	0.392	-1156.848	-1157.044	0.084747	0.929116	1.013864	0.135529	0.137746	0.030066
C100001287	single_GRM	7052	0.494416	0.056716	0	82.228	-3480.68	-3521.794	0.494145	0.505308	0.999453	0.058669	0.055915	0.017066
